date,admin1,admin2,market,category,commodity,unit,pricetype,price_INR,price_USD
15/06/2004,Maharashtra,Mumbai city,Mumbai,oil and fats,Oil (mustard),KG,Retail,80,1.7629
15/06/2004,Maharashtra,Mumbai city,Mumbai,pulses and nuts,Chickpeas,KG,Retail,22,0.4848
15/06/2004,Maharashtra,Mumbai city,Mumbai,vegetables and fruits,Onions,KG,Retail,7.2,0.1587
15/06/2004,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Rice,KG,Retail,10,0.2204
15/06/2004,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Wheat,KG,Retail,10,0.2204
15/06/2004,Meghalaya,East Khasi Hills,Shillong,miscellaneous food,Sugar,KG,Retail,18,0.3967
15/06/2004,Meghalaya,East Khasi Hills,Shillong,oil and fats,Oil (mustard),KG,Retail,52,1.1459
15/06/2004,Mizoram,Aizawl,Aizawl,cereals and tubers,Rice,KG,Retail,15,0.3305
15/06/2004,Mizoram,Aizawl,Aizawl,miscellaneous food,Sugar,KG,Retail,20,0.4407
15/06/2004,Mizoram,Aizawl,Aizawl,oil and fats,Oil (mustard),KG,Retail,60,1.3222
15/06/2004,Orissa,Khordha,Bhubaneshwar,cereals and tubers,Rice,KG,Retail,9,0.1983
15/06/2004,Orissa,Khordha,Bhubaneshwar,cereals and tubers,Wheat,KG,Retail,9.5,0.2093
15/06/2004,Orissa,Khordha,Bhubaneshwar,miscellaneous food,Sugar,KG,Retail,18,0.3967
15/06/2004,Orissa,Khordha,Bhubaneshwar,oil and fats,Oil (mustard),KG,Retail,53,1.1679
15/06/2004,Rajasthan,Bikaner,Jaipur,cereals and tubers,Rice,KG,Retail,11,0.2424
15/06/2004,Rajasthan,Bikaner,Jaipur,cereals and tubers,Wheat,KG,Retail,7,0.1543
15/06/2004,Rajasthan,Bikaner,Jaipur,miscellaneous food,Sugar,KG,Retail,17.5,0.3856
15/06/2004,Rajasthan,Bikaner,Jaipur,oil and fats,Oil (mustard),KG,Retail,51,1.1238
15/06/2004,Tamil Nadu,Chennai,Chennai,cereals and tubers,Potatoes,KG,Retail,9.64,0.2124
15/06/2004,Tamil Nadu,Chennai,Chennai,cereals and tubers,Rice,100 KG,Wholesale,1050,23.1379
15/06/2004,Tamil Nadu,Chennai,Chennai,cereals and tubers,Rice,KG,Retail,11,0.2424
15/06/2004,Tamil Nadu,Chennai,Chennai,cereals and tubers,Wheat,100 KG,Wholesale,1000,22.0361
15/06/2004,Tamil Nadu,Chennai,Chennai,cereals and tubers,Wheat,KG,Retail,12,0.2644
15/06/2004,Tamil Nadu,Chennai,Chennai,miscellaneous food,Sugar,KG,Retail,16,0.3526
15/06/2004,Tamil Nadu,Chennai,Chennai,pulses and nuts,Chickpeas,KG,Retail,23,0.5068
15/06/2004,Tamil Nadu,Chennai,Chennai,vegetables and fruits,Onions,KG,Retail,7.18,0.1582
15/06/2004,Telangana,Hyderabad,Hyderabad,cereals and tubers,Rice,KG,Retail,10,0.2204
15/06/2004,Telangana,Hyderabad,Hyderabad,cereals and tubers,Wheat,KG,Retail,10,0.2204
15/06/2004,Telangana,Hyderabad,Hyderabad,miscellaneous food,Sugar,KG,Retail,16,0.3526
15/06/2004,Telangana,Hyderabad,Hyderabad,oil and fats,Oil (mustard),KG,Retail,64,1.4103
15/06/2004,Tripura,West Tripura,Agartala,cereals and tubers,Rice,KG,Retail,11,0.2424
15/06/2004,Tripura,West Tripura,Agartala,miscellaneous food,Sugar,KG,Retail,23,0.5068
15/06/2004,Tripura,West Tripura,Agartala,oil and fats,Oil (mustard),KG,Retail,48,1.0577
15/06/2004,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Rice,KG,Retail,8.5,0.1873
15/06/2004,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Wheat,KG,Retail,7,0.1543
15/06/2004,Uttar Pradesh,Lucknow,Lucknow,miscellaneous food,Sugar,KG,Retail,17,0.3746
15/06/2004,Uttar Pradesh,Lucknow,Lucknow,oil and fats,Oil (mustard),KG,Retail,50,1.1018
15/06/2004,West Bengal,Kolkata,Kolkata,cereals and tubers,Rice,KG,Retail,10,0.2204
15/06/2004,West Bengal,Kolkata,Kolkata,miscellaneous food,Sugar,KG,Retail,17,0.3746
15/06/2004,West Bengal,Kolkata,Kolkata,oil and fats,Oil (mustard),KG,Retail,52,1.1459
15/07/2004,Assam,Kamrup,Guwahati,cereals and tubers,Rice,KG,Retail,10,0.217
15/07/2004,Assam,Kamrup,Guwahati,miscellaneous food,Sugar,KG,Retail,18,0.3906
15/07/2004,Assam,Kamrup,Guwahati,oil and fats,Oil (mustard),KG,Retail,50,1.0851
15/07/2004,Bihar,Patna,Patna,cereals and tubers,Potatoes,KG,Retail,6,0.1302
15/07/2004,Bihar,Patna,Patna,cereals and tubers,Rice,100 KG,Wholesale,750,16.276
15/07/2004,Bihar,Patna,Patna,cereals and tubers,Rice,KG,Retail,8,0.1736
15/07/2004,Bihar,Patna,Patna,cereals and tubers,Wheat,100 KG,Wholesale,600,13.0208
15/07/2004,Bihar,Patna,Patna,cereals and tubers,Wheat,KG,Retail,6,0.1302
15/07/2004,Bihar,Patna,Patna,miscellaneous food,Sugar,KG,Retail,18,0.3906
15/07/2004,Bihar,Patna,Patna,oil and fats,Oil (mustard),KG,Retail,55,1.1936
15/07/2004,Bihar,Patna,Patna,pulses and nuts,Chickpeas,KG,Retail,21,0.4557
15/07/2004,Bihar,Patna,Patna,vegetables and fruits,Onions,KG,Retail,6,0.1302
15/07/2004,Delhi,Delhi,Delhi,cereals and tubers,Potatoes,KG,Retail,9.91,0.2151
15/07/2004,Delhi,Delhi,Delhi,cereals and tubers,Rice,100 KG,Wholesale,1086.25,23.5731
15/07/2004,Delhi,Delhi,Delhi,cereals and tubers,Rice,KG,Retail,13,0.2821
15/07/2004,Delhi,Delhi,Delhi,cereals and tubers,Wheat,100 KG,Wholesale,725,15.7335
15/07/2004,Delhi,Delhi,Delhi,cereals and tubers,Wheat,KG,Retail,8.5,0.1845
15/07/2004,Delhi,Delhi,Delhi,miscellaneous food,Sugar,KG,Retail,17,0.3689
15/07/2004,Delhi,Delhi,Delhi,oil and fats,Oil (mustard),KG,Retail,56,1.2153
15/07/2004,Delhi,Delhi,Delhi,pulses and nuts,Chickpeas,KG,Retail,22.77,0.4941
15/07/2004,Delhi,Delhi,Delhi,vegetables and fruits,Onions,KG,Retail,7.43,0.1612
15/07/2004,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Rice,KG,Retail,10,0.217
15/07/2004,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Wheat,KG,Retail,9.5,0.2062
15/07/2004,Gujarat,Ahmadabad,Ahmedabad,miscellaneous food,Sugar,KG,Retail,16,0.3472
15/07/2004,Gujarat,Ahmadabad,Ahmedabad,oil and fats,Oil (mustard),KG,Retail,47,1.02
15/07/2004,Himachal Pradesh,Shimla,Shimla,cereals and tubers,Rice,KG,Retail,14.5,0.3147
15/07/2004,Himachal Pradesh,Shimla,Shimla,miscellaneous food,Sugar,KG,Retail,17.5,0.3798
15/07/2004,Himachal Pradesh,Shimla,Shimla,oil and fats,Oil (mustard),KG,Retail,65,1.4106
15/07/2004,Karnataka,Bangalore Urban,Bengaluru,cereals and tubers,Rice,KG,Retail,10,0.217
15/07/2004,Karnataka,Bangalore Urban,Bengaluru,cereals and tubers,Wheat,KG,Retail,12,0.2604
15/07/2004,Karnataka,Bangalore Urban,Bengaluru,miscellaneous food,Sugar,KG,Retail,17,0.3689
15/07/2004,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Rice,KG,Retail,14.5,0.3147
15/07/2004,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Wheat,KG,Retail,12.5,0.2713
15/07/2004,Kerala,Thiruvananthapuram,Tiruvanantapuram,miscellaneous food,Sugar,KG,Retail,17,0.3689
15/07/2004,Kerala,Thiruvananthapuram,Tiruvanantapuram,oil and fats,Oil (mustard),KG,Retail,80,1.7361
15/07/2004,Madhya Pradesh,Bhopal,Bhopal,cereals and tubers,Wheat,KG,Retail,7,0.1519
15/07/2004,Madhya Pradesh,Bhopal,Bhopal,miscellaneous food,Sugar,KG,Retail,16,0.3472
15/07/2004,Madhya Pradesh,Bhopal,Bhopal,oil and fats,Oil (mustard),KG,Retail,50,1.0851
15/07/2004,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Potatoes,KG,Retail,8.16,0.1771
15/07/2004,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Rice,100 KG,Wholesale,938,20.3559
15/07/2004,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Rice,KG,Retail,11,0.2387
15/07/2004,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Wheat,100 KG,Wholesale,994,21.5712
15/07/2004,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Wheat,KG,Retail,10.5,0.2279
15/07/2004,Maharashtra,Mumbai city,Mumbai,miscellaneous food,Sugar,KG,Retail,17.5,0.3798
15/07/2004,Maharashtra,Mumbai city,Mumbai,oil and fats,Oil (mustard),KG,Retail,80,1.7361
15/07/2004,Maharashtra,Mumbai city,Mumbai,pulses and nuts,Chickpeas,KG,Retail,22.14,0.4805
15/07/2004,Maharashtra,Mumbai city,Mumbai,vegetables and fruits,Onions,KG,Retail,6.41,0.1391
15/07/2004,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Rice,KG,Retail,10,0.217
15/07/2004,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Wheat,KG,Retail,10,0.217
15/07/2004,Meghalaya,East Khasi Hills,Shillong,miscellaneous food,Sugar,KG,Retail,18,0.3906
15/07/2004,Meghalaya,East Khasi Hills,Shillong,oil and fats,Oil (mustard),KG,Retail,52,1.1285
15/07/2004,Mizoram,Aizawl,Aizawl,cereals and tubers,Rice,KG,Retail,15,0.3255
15/07/2004,Mizoram,Aizawl,Aizawl,miscellaneous food,Sugar,KG,Retail,20,0.434
15/07/2004,Mizoram,Aizawl,Aizawl,oil and fats,Oil (mustard),KG,Retail,60,1.3021
15/07/2004,Orissa,Khordha,Bhubaneshwar,cereals and tubers,Rice,KG,Retail,9,0.1953
15/07/2004,Orissa,Khordha,Bhubaneshwar,cereals and tubers,Wheat,KG,Retail,9.5,0.2062
15/07/2004,Orissa,Khordha,Bhubaneshwar,miscellaneous food,Sugar,KG,Retail,18,0.3906
15/07/2004,Orissa,Khordha,Bhubaneshwar,oil and fats,Oil (mustard),KG,Retail,56,1.2153
15/07/2004,Rajasthan,Bikaner,Jaipur,cereals and tubers,Rice,KG,Retail,13,0.2821
15/07/2004,Rajasthan,Bikaner,Jaipur,cereals and tubers,Wheat,KG,Retail,8,0.1736
15/07/2004,Rajasthan,Bikaner,Jaipur,miscellaneous food,Sugar,KG,Retail,17,0.3689
15/07/2004,Rajasthan,Bikaner,Jaipur,oil and fats,Oil (mustard),KG,Retail,50,1.0851
15/07/2004,Tamil Nadu,Chennai,Chennai,cereals and tubers,Potatoes,KG,Retail,9.64,0.2092
15/07/2004,Tamil Nadu,Chennai,Chennai,cereals and tubers,Rice,100 KG,Wholesale,1050,22.7865
15/07/2004,Tamil Nadu,Chennai,Chennai,cereals and tubers,Rice,KG,Retail,11,0.2387
15/07/2004,Tamil Nadu,Chennai,Chennai,cereals and tubers,Wheat,100 KG,Wholesale,1000,21.7014
15/07/2004,Tamil Nadu,Chennai,Chennai,cereals and tubers,Wheat,KG,Retail,12,0.2604
15/07/2004,Tamil Nadu,Chennai,Chennai,miscellaneous food,Sugar,KG,Retail,16.25,0.3526
15/07/2004,Tamil Nadu,Chennai,Chennai,pulses and nuts,Chickpeas,KG,Retail,22.77,0.4941
15/07/2004,Tamil Nadu,Chennai,Chennai,vegetables and fruits,Onions,KG,Retail,7.55,0.1638
15/07/2004,Telangana,Hyderabad,Hyderabad,cereals and tubers,Rice,KG,Retail,10,0.217
15/07/2004,Telangana,Hyderabad,Hyderabad,cereals and tubers,Wheat,KG,Retail,10,0.217
15/07/2004,Telangana,Hyderabad,Hyderabad,miscellaneous food,Sugar,KG,Retail,16,0.3472
15/07/2004,Telangana,Hyderabad,Hyderabad,oil and fats,Oil (mustard),KG,Retail,64,1.3889
15/07/2004,Tripura,West Tripura,Agartala,cereals and tubers,Rice,KG,Retail,11.5,0.2496
15/07/2004,Tripura,West Tripura,Agartala,miscellaneous food,Sugar,KG,Retail,22.5,0.4883
15/07/2004,Tripura,West Tripura,Agartala,oil and fats,Oil (mustard),KG,Retail,48,1.0417
15/07/2004,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Rice,KG,Retail,8.5,0.1845
15/07/2004,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Wheat,KG,Retail,7,0.1519
15/07/2004,Uttar Pradesh,Lucknow,Lucknow,miscellaneous food,Sugar,KG,Retail,17,0.3689
15/07/2004,Uttar Pradesh,Lucknow,Lucknow,oil and fats,Oil (mustard),KG,Retail,50,1.0851
15/07/2004,West Bengal,Kolkata,Kolkata,cereals and tubers,Rice,KG,Retail,10,0.217
15/07/2004,West Bengal,Kolkata,Kolkata,miscellaneous food,Sugar,KG,Retail,17,0.3689
15/07/2004,West Bengal,Kolkata,Kolkata,oil and fats,Oil (mustard),KG,Retail,50,1.0851
15/08/2004,Assam,Kamrup,Guwahati,cereals and tubers,Rice,KG,Retail,10,0.2157
15/08/2004,Assam,Kamrup,Guwahati,miscellaneous food,Sugar,KG,Retail,18,0.3883
15/08/2004,Assam,Kamrup,Guwahati,oil and fats,Oil (mustard),KG,Retail,52,1.1217
15/08/2004,Bihar,Patna,Patna,cereals and tubers,Potatoes,KG,Retail,6.77,0.146
15/08/2004,Bihar,Patna,Patna,cereals and tubers,Rice,100 KG,Wholesale,750,16.1777
15/08/2004,Bihar,Patna,Patna,cereals and tubers,Rice,KG,Retail,8,0.1726
15/08/2004,Bihar,Patna,Patna,cereals and tubers,Wheat,100 KG,Wholesale,600,12.9422
15/08/2004,Bihar,Patna,Patna,cereals and tubers,Wheat,KG,Retail,6,0.1294
15/08/2004,Bihar,Patna,Patna,miscellaneous food,Sugar,KG,Retail,18,0.3883
15/08/2004,Bihar,Patna,Patna,oil and fats,Oil (mustard),KG,Retail,55,1.1864
15/08/2004,Bihar,Patna,Patna,pulses and nuts,Chickpeas,KG,Retail,21,0.453
15/08/2004,Bihar,Patna,Patna,vegetables and fruits,Onions,KG,Retail,7.55,0.1629
15/08/2004,Delhi,Delhi,Delhi,cereals and tubers,Potatoes,KG,Retail,10.11,0.2181
15/08/2004,Delhi,Delhi,Delhi,cereals and tubers,Rice,100 KG,Wholesale,1105,23.8352
15/08/2004,Delhi,Delhi,Delhi,cereals and tubers,Rice,KG,Retail,13,0.2804
15/08/2004,Delhi,Delhi,Delhi,cereals and tubers,Wheat,100 KG,Wholesale,764.25,16.4851
15/08/2004,Delhi,Delhi,Delhi,cereals and tubers,Wheat,KG,Retail,8.5,0.1833
15/08/2004,Delhi,Delhi,Delhi,miscellaneous food,Sugar,KG,Retail,17.5,0.3775
15/08/2004,Delhi,Delhi,Delhi,oil and fats,Oil (mustard),KG,Retail,56,1.2079
15/08/2004,Delhi,Delhi,Delhi,pulses and nuts,Chickpeas,KG,Retail,22.98,0.4957
15/08/2004,Delhi,Delhi,Delhi,vegetables and fruits,Onions,KG,Retail,9.09,0.1961
15/08/2004,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Rice,KG,Retail,10,0.2157
15/08/2004,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Wheat,KG,Retail,9.5,0.2049
15/08/2004,Gujarat,Ahmadabad,Ahmedabad,miscellaneous food,Sugar,KG,Retail,16,0.3451
15/08/2004,Gujarat,Ahmadabad,Ahmedabad,oil and fats,Oil (mustard),KG,Retail,47,1.0138
15/08/2004,Himachal Pradesh,Shimla,Shimla,cereals and tubers,Rice,KG,Retail,15.5,0.3343
15/08/2004,Himachal Pradesh,Shimla,Shimla,miscellaneous food,Sugar,KG,Retail,18,0.3883
15/08/2004,Himachal Pradesh,Shimla,Shimla,oil and fats,Oil (mustard),KG,Retail,67,1.4452
15/08/2004,Karnataka,Bangalore Urban,Bengaluru,cereals and tubers,Rice,KG,Retail,10,0.2157
15/08/2004,Karnataka,Bangalore Urban,Bengaluru,cereals and tubers,Wheat,KG,Retail,12,0.2588
15/08/2004,Karnataka,Bangalore Urban,Bengaluru,miscellaneous food,Sugar,KG,Retail,17,0.3667
15/08/2004,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Rice,KG,Retail,14.5,0.3128
15/08/2004,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Wheat,KG,Retail,12.5,0.2696
15/08/2004,Kerala,Thiruvananthapuram,Tiruvanantapuram,miscellaneous food,Sugar,KG,Retail,18,0.3883
15/08/2004,Kerala,Thiruvananthapuram,Tiruvanantapuram,oil and fats,Oil (mustard),KG,Retail,80,1.7256
15/08/2004,Madhya Pradesh,Bhopal,Bhopal,cereals and tubers,Wheat,KG,Retail,7.5,0.1618
15/08/2004,Madhya Pradesh,Bhopal,Bhopal,miscellaneous food,Sugar,KG,Retail,17,0.3667
15/08/2004,Madhya Pradesh,Bhopal,Bhopal,oil and fats,Oil (mustard),KG,Retail,50,1.0785
15/08/2004,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Potatoes,KG,Retail,9.07,0.1956
15/08/2004,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Rice,100 KG,Wholesale,904.67,19.514
15/08/2004,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Rice,KG,Retail,11,0.2373
15/08/2004,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Wheat,100 KG,Wholesale,950.5,20.5026
15/08/2004,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Wheat,KG,Retail,10.5,0.2265
15/08/2004,Maharashtra,Mumbai city,Mumbai,miscellaneous food,Sugar,KG,Retail,18.75,0.4044
15/08/2004,Maharashtra,Mumbai city,Mumbai,oil and fats,Oil (mustard),KG,Retail,60,1.2942
15/08/2004,Maharashtra,Mumbai city,Mumbai,pulses and nuts,Chickpeas,KG,Retail,23,0.4961
15/08/2004,Maharashtra,Mumbai city,Mumbai,vegetables and fruits,Onions,KG,Retail,7.09,0.1529
15/08/2004,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Rice,KG,Retail,10,0.2157
15/08/2004,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Wheat,KG,Retail,10,0.2157
15/08/2004,Meghalaya,East Khasi Hills,Shillong,miscellaneous food,Sugar,KG,Retail,18,0.3883
15/08/2004,Meghalaya,East Khasi Hills,Shillong,oil and fats,Oil (mustard),KG,Retail,52,1.1217
15/08/2004,Mizoram,Aizawl,Aizawl,cereals and tubers,Rice,KG,Retail,15,0.3236
15/08/2004,Mizoram,Aizawl,Aizawl,miscellaneous food,Sugar,KG,Retail,20,0.4314
15/08/2004,Mizoram,Aizawl,Aizawl,oil and fats,Oil (mustard),KG,Retail,60,1.2942
15/08/2004,Orissa,Khordha,Bhubaneshwar,cereals and tubers,Rice,KG,Retail,9,0.1941
15/08/2004,Orissa,Khordha,Bhubaneshwar,cereals and tubers,Wheat,KG,Retail,10,0.2157
15/08/2004,Orissa,Khordha,Bhubaneshwar,miscellaneous food,Sugar,KG,Retail,19,0.4098
15/08/2004,Orissa,Khordha,Bhubaneshwar,oil and fats,Oil (mustard),KG,Retail,56,1.2079
15/08/2004,Rajasthan,Bikaner,Jaipur,cereals and tubers,Rice,KG,Retail,12,0.2588
15/08/2004,Rajasthan,Bikaner,Jaipur,cereals and tubers,Wheat,KG,Retail,9,0.1941
15/08/2004,Rajasthan,Bikaner,Jaipur,miscellaneous food,Sugar,KG,Retail,17.25,0.3721
15/08/2004,Rajasthan,Bikaner,Jaipur,oil and fats,Oil (mustard),KG,Retail,48,1.0354
15/08/2004,Tamil Nadu,Chennai,Chennai,cereals and tubers,Potatoes,KG,Retail,9.5,0.2049
15/08/2004,Tamil Nadu,Chennai,Chennai,cereals and tubers,Rice,100 KG,Wholesale,1050,22.6488
15/08/2004,Tamil Nadu,Chennai,Chennai,cereals and tubers,Rice,KG,Retail,11,0.2373
15/08/2004,Tamil Nadu,Chennai,Chennai,cereals and tubers,Wheat,100 KG,Wholesale,990,21.3546
15/08/2004,Tamil Nadu,Chennai,Chennai,cereals and tubers,Wheat,KG,Retail,12,0.2588
15/08/2004,Tamil Nadu,Chennai,Chennai,miscellaneous food,Sugar,KG,Retail,16.5,0.3559
15/08/2004,Tamil Nadu,Chennai,Chennai,pulses and nuts,Chickpeas,KG,Retail,22,0.4745
15/08/2004,Tamil Nadu,Chennai,Chennai,vegetables and fruits,Onions,KG,Retail,7.64,0.1648
15/08/2004,Telangana,Hyderabad,Hyderabad,cereals and tubers,Rice,KG,Retail,10.55,0.2276
15/08/2004,Telangana,Hyderabad,Hyderabad,cereals and tubers,Wheat,KG,Retail,10,0.2157
15/08/2004,Telangana,Hyderabad,Hyderabad,miscellaneous food,Sugar,KG,Retail,17,0.3667
15/08/2004,Telangana,Hyderabad,Hyderabad,oil and fats,Oil (mustard),KG,Retail,64,1.3805
15/08/2004,Tripura,West Tripura,Agartala,cereals and tubers,Rice,KG,Retail,12,0.2588
15/08/2004,Tripura,West Tripura,Agartala,miscellaneous food,Sugar,KG,Retail,22,0.4745
15/08/2004,Tripura,West Tripura,Agartala,oil and fats,Oil (mustard),KG,Retail,50,1.0785
15/08/2004,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Rice,KG,Retail,8.5,0.1833
15/08/2004,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Wheat,KG,Retail,7,0.151
15/08/2004,Uttar Pradesh,Lucknow,Lucknow,miscellaneous food,Sugar,KG,Retail,17,0.3667
15/08/2004,Uttar Pradesh,Lucknow,Lucknow,oil and fats,Oil (mustard),KG,Retail,50,1.0785
15/08/2004,West Bengal,Kolkata,Kolkata,cereals and tubers,Rice,KG,Retail,10,0.2157
15/08/2004,West Bengal,Kolkata,Kolkata,miscellaneous food,Sugar,KG,Retail,18,0.3883
15/08/2004,West Bengal,Kolkata,Kolkata,oil and fats,Oil (mustard),KG,Retail,52,1.1217
15/09/2004,Assam,Kamrup,Guwahati,cereals and tubers,Rice,KG,Retail,10,0.2183
15/09/2004,Assam,Kamrup,Guwahati,miscellaneous food,Sugar,KG,Retail,18,0.3929
15/09/2004,Assam,Kamrup,Guwahati,oil and fats,Oil (mustard),KG,Retail,52,1.1351
15/09/2004,Bihar,Patna,Patna,cereals and tubers,Potatoes,KG,Retail,7,0.1528
15/09/2004,Bihar,Patna,Patna,cereals and tubers,Rice,100 KG,Wholesale,750,16.372
15/09/2004,Bihar,Patna,Patna,cereals and tubers,Rice,KG,Retail,8,0.1746
15/09/2004,Bihar,Patna,Patna,cereals and tubers,Wheat,100 KG,Wholesale,600,13.0976
15/09/2004,Bihar,Patna,Patna,cereals and tubers,Wheat,KG,Retail,6,0.131
15/09/2004,Bihar,Patna,Patna,miscellaneous food,Sugar,KG,Retail,18,0.3929
15/09/2004,Bihar,Patna,Patna,oil and fats,Oil (mustard),KG,Retail,55,1.2006
15/09/2004,Bihar,Patna,Patna,pulses and nuts,Chickpeas,KG,Retail,21,0.4584
15/09/2004,Bihar,Patna,Patna,vegetables and fruits,Onions,KG,Retail,8,0.1746
15/09/2004,Delhi,Delhi,Delhi,cereals and tubers,Potatoes,KG,Retail,10.21,0.2229
15/09/2004,Delhi,Delhi,Delhi,cereals and tubers,Rice,100 KG,Wholesale,1115,24.3397
15/09/2004,Delhi,Delhi,Delhi,cereals and tubers,Rice,KG,Retail,13,0.2838
15/09/2004,Delhi,Delhi,Delhi,cereals and tubers,Wheat,100 KG,Wholesale,750,16.372
15/09/2004,Delhi,Delhi,Delhi,cereals and tubers,Wheat,KG,Retail,8.5,0.1855
15/09/2004,Delhi,Delhi,Delhi,miscellaneous food,Sugar,KG,Retail,17,0.3711
15/09/2004,Delhi,Delhi,Delhi,oil and fats,Oil (mustard),KG,Retail,55,1.2006
15/09/2004,Delhi,Delhi,Delhi,pulses and nuts,Chickpeas,KG,Retail,23,0.5021
15/09/2004,Delhi,Delhi,Delhi,vegetables and fruits,Onions,KG,Retail,9.21,0.201
15/09/2004,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Rice,KG,Retail,10,0.2183
15/09/2004,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Wheat,KG,Retail,9.5,0.2074
15/09/2004,Gujarat,Ahmadabad,Ahmedabad,miscellaneous food,Sugar,KG,Retail,16,0.3493
15/09/2004,Gujarat,Ahmadabad,Ahmedabad,oil and fats,Oil (mustard),KG,Retail,47,1.026
15/09/2004,Himachal Pradesh,Shimla,Shimla,cereals and tubers,Rice,KG,Retail,15.5,0.3384
15/09/2004,Himachal Pradesh,Shimla,Shimla,miscellaneous food,Sugar,KG,Retail,18,0.3929
15/09/2004,Himachal Pradesh,Shimla,Shimla,oil and fats,Oil (mustard),KG,Retail,67,1.4626
15/09/2004,Karnataka,Bangalore Urban,Bengaluru,cereals and tubers,Rice,KG,Retail,10,0.2183
15/09/2004,Karnataka,Bangalore Urban,Bengaluru,cereals and tubers,Wheat,KG,Retail,12,0.262
15/09/2004,Karnataka,Bangalore Urban,Bengaluru,miscellaneous food,Sugar,KG,Retail,17.5,0.382
15/09/2004,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Rice,KG,Retail,14.5,0.3165
15/09/2004,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Wheat,KG,Retail,14.8,0.3231
15/09/2004,Kerala,Thiruvananthapuram,Tiruvanantapuram,miscellaneous food,Sugar,KG,Retail,17.8,0.3886
15/09/2004,Kerala,Thiruvananthapuram,Tiruvanantapuram,oil and fats,Oil (mustard),KG,Retail,81.5,1.7791
15/09/2004,Madhya Pradesh,Bhopal,Bhopal,cereals and tubers,Wheat,KG,Retail,7.5,0.1637
15/09/2004,Madhya Pradesh,Bhopal,Bhopal,miscellaneous food,Sugar,KG,Retail,17,0.3711
15/09/2004,Madhya Pradesh,Bhopal,Bhopal,oil and fats,Oil (mustard),KG,Retail,50,1.0915
15/09/2004,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Potatoes,KG,Retail,11.07,0.2417
15/09/2004,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Rice,100 KG,Wholesale,984.5,21.4909
15/09/2004,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Rice,KG,Retail,11.5,0.251
15/09/2004,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Wheat,100 KG,Wholesale,961,20.978
15/09/2004,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Wheat,KG,Retail,10.5,0.2292
15/09/2004,Maharashtra,Mumbai city,Mumbai,miscellaneous food,Sugar,KG,Retail,17.5,0.382
15/09/2004,Maharashtra,Mumbai city,Mumbai,oil and fats,Oil (mustard),KG,Retail,60,1.3098
15/09/2004,Maharashtra,Mumbai city,Mumbai,pulses and nuts,Chickpeas,KG,Retail,23,0.5021
15/09/2004,Maharashtra,Mumbai city,Mumbai,vegetables and fruits,Onions,KG,Retail,7.19,0.157
15/09/2004,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Rice,KG,Retail,10,0.2183
15/09/2004,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Wheat,KG,Retail,10,0.2183
15/09/2004,Meghalaya,East Khasi Hills,Shillong,miscellaneous food,Sugar,KG,Retail,19,0.4148
15/09/2004,Meghalaya,East Khasi Hills,Shillong,oil and fats,Oil (mustard),KG,Retail,60,1.3098
